Scanning 3400 files...
  FIXED: 2025-06-25_ran_that_and_this_what_the_output_at_the_end_Adding_debianTr_18600452.md (normalized_dashes)
  FIXED: 2025-06-25_ran_the_second_conda_command_and_got_llm_assist_bryan_DESKTO_78803950.md (normalized_dashes)
  FIXED: 2025-06-25_ran_those_commands_and_got_base_bryan_DESKTOP_NG2I0P2_cd_tex_66745047.md (normalized_dashes)
  FIXED: 2025-06-25_so_i_have_stable_271_linux_pip_python_and_CUDA_128_all_selec_67889071.md (normalized_dashes)
  FIXED: 2025-06-25_so_i_only_see_one_option_and_then_the_options_in_the_store_l_46063925.md (normalized_dashes)
  FIXED: 2025-06-25_so_i_ran_pip_uninstall_llama_cpp_python_y_and_it_said_llm_as_45395814.md (normalized_dashes)
  FIXED: 2025-06-25_so_if_im_in_llm_assist_bryan_DESKTOP_NG2I0P2_what_would_i_do_74263478.md (normalized_dashes)
  FIXED: 2025-06-25_so_now_that_i_reinstalled_ubuntu_do_i_have_to_stay_in_this_p_25610012.md (normalized_dashes)
  FIXED: 2025-06-25_so_when_i_boot_up_now_itll_always_have_base_bryan_DESKTOP_NG_70556811.md (normalized_dashes)
  FIXED: 2025-06-25_this_is_the_whole_output_from_llama_installation_llm_assist__31934377.md (normalized_dashes)
  FIXED: 2025-06-25_this_is_what_i_got_when_i_ran_the_first_conda_command_llm_as_82872096.md (normalized_dashes)
  FIXED: 2025-06-25_this_is_what_it_spat_out_homebryan_miniconda3envsllm_assistc_80789185.md (normalized_dashes)
  FIXED: 2025-06-25_this_section_74009615.md (normalized_dashes)
  FIXED: 2025-06-25_to_ensure_its_the_right_one_i_deleted_the_old_one_from_my_de_19142373.md (normalized_dashes)
  FIXED: 2025-07-02_You_are_a_WSL2_wizard_with_7_years_of_experience_specificall_75491291.md (normalized_dashes)
  FIXED: 2025-07-02_base_bryan_DESKTOP_NG2I0P2text_generation_webui_start_linuxs_19647322.md (normalized_dashes)
  FIXED: 2025-07-02_so_for_starters_when_i_start_another_ubuntu_instance_im_here_99693602.md (normalized_dashes)
  FIXED: 2025-07-03_base_bryan_DESKTOP_NG2I0P2helpdesk_ai_rag_python_create_dbpy_89450763.md (normalized_dashes)
  FIXED: 2025-07-03_base_bryan_DESKTOP_NG2I0P2helpdesk_ai_ragknowledge_base_ls_l_44451314.md (normalized_dashes)
  FIXED: 2025-07-03_base_bryan_DESKTOP_NG2I0P2helpdesk_ai_ragknowledge_base_nano_85960194.md (normalized_dashes)
  FIXED: 2025-07-03_can_you_explain_it_in_a_more_easily_digestible_way_before_we_31402393.md (normalized_dashes)
  FIXED: 2025-07-03_can_you_give_me_a_thorough_explanation_of_what_each_line_mea_24265991.md (normalized_dashes)
  FIXED: 2025-07-03_i_did_option_B_Option_B_Drag_and_drop_from_Windows_File_Expl_69308969.md (normalized_dashes)
  FIXED: 2025-07-03_i_didnt_make_the_python_create_dbpy_script_yet_71714372.md (normalized_dashes)
  FIXED: 2025-07-03_i_remember_i_had_some_txt_doc_i_made_that_i_had_put_in_a_fol_64787698.md (normalized_dashes)
  FIXED: 2025-07-03_modulesjson_100_349349_00000000_427MBs_config_sentence_trans_29795861.md (normalized_dashes)
  FIXED: 2025-07-03_no_i_was_just_saying_i_got_those_in_the_proper_folder_but_no_91479255.md (normalized_dashes)
  FIXED: 2025-07-03_okay_so_i_have_these_to_start_with_thoughts_20195078.md (normalized_dashes)
  FIXED: 2025-07-03_okay_so_i_havent_made_the_knowledge_base_part_or_any_of_it_y_55803229.md (normalized_dashes)
  FIXED: 2025-07-03_okay_that_makes_more_sense_im_currently_here_in_wsl2_and_i_n_45235323.md (normalized_dashes)
  FIXED: 2025-07-03_so_i_already_have_a_list_of_issues_and_solutions_i_want_to_a_51523122.md (normalized_dashes)
  FIXED: 2025-07-03_there_wasnt_any_errors_during_the_pip_install_whats_next_64393363.md (normalized_dashes)
  FIXED: 2025-07-03_this_all_thats_in_there_68011989.md (normalized_dashes)
  FIXED: 2025-07-03_would_it_be_possible_when_we_reset_the_whole_ubuntu_environm_26271817.md (normalized_dashes)
  FIXED: 2025-07-03_yeah_that_makes_a_little_more_sense_i_saved_that_script_and__55991643.md (normalized_dashes)
  FIXED: 2025-07-05_122731_780767_INFO_Adding_5_new_embeddings_homebryan_text_ge_12008451.md (normalized_dashes)
  FIXED: 2025-07-05_Closing_server_running_on_port_7860_132031_763563_INFO_Loadi_43576323.md (normalized_dashes)
  FIXED: 2025-07-05_Closing_server_running_on_port_7860_132719_628255_INFO_Loadi_80682154.md (normalized_dashes)
  FIXED: 2025-07-05_Closing_server_running_on_port_7860_133037_143605_INFO_Loadi_25620024.md (normalized_dashes)
  FIXED: 2025-07-05_Embedding_model_loaded_Creating_ChromaDB_vector_store_Vector_80416116.md (normalized_dashes)
  FIXED: 2025-07-05_Traceback_most_recent_call_last_File_homebryan_text_generati_19425189.md (normalized_dashes)
  FIXED: 2025-07-05_Untitled_Gemini_19268273.md (normalized_dashes)
  FIXED: 2025-07-05_Untitled_Gemini_20690103.md (normalized_dashes)
  FIXED: 2025-07-05_You_my_wifi_drops_frequently_AI_Thinking_homebryan_helpdesk__41892750.md (normalized_dashes)
  FIXED: 2025-07-05_You_my_wifi_drops_frequently_AI_Thinking_homebryan_helpdesk__46258251.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2_cd_text_generation_webui_base_bry_19252960.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2helpdesk_ai_ragknowledge_base_cd_h_64857761.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2text_generation_webui_Try_to_insta_34506166.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2text_generation_webui_cd_helpdesk__20221678.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2text_generation_webui_cd_text_gene_75120291.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2text_generation_webui_cp_r_helpdes_13806896.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2text_generation_webui_installer_fi_91915876.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2text_generation_webui_ls_F_CMD_FLA_47184565.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2text_generation_webui_ls_F_install_47347384.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2text_generation_webui_ls_F_install_61316615.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2text_generation_webui_ls_l_extensi_16804040.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2text_generation_webui_ls_l_install_92158531.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2text_generation_webui_ls_models_ls_17691580.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2text_generation_webui_ls_user_data_26781590.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2text_generation_webui_python_serve_26571650.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2text_generation_webui_python_serve_72422927.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2text_generation_webui_source_insta_71961508.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2text_generation_webui_source_insta_78511369.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2text_generation_webui_start_linuxs_40620581.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2text_generation_webuiextensions_cd_14069809.md (normalized_dashes)
  FIXED: 2025-07-05_base_bryan_DESKTOP_NG2I0P2text_generation_webuiextensions_gi_37926316.md (normalized_dashes)
  FIXED: 2025-07-05_can_you_put_that_whole_python_script_as_one_whole_thing_rath_40531749.md (normalized_dashes)
  FIXED: 2025-07-05_i_dont_see_anything_in_the_session_tab_that_allows_me_to_adj_83908033.md (normalized_dashes)
  FIXED: 2025-07-05_if_im_here_base_bryan_DESKTOP_NG2I0P2text_generation_webui_w_85322698.md (normalized_dashes)
  FIXED: 2025-07-05_it_ran_and_the_only_error_i_got_was_ERROR_pips_dependency_re_50768604.md (normalized_dashes)
  FIXED: 2025-07-05_same_list_of_extensions_are_available_37658916.md (normalized_dashes)
  FIXED: 2025-07-05_so_before_we_run_it_and_test_the_RAG_system_can_you_explain__20559653.md (normalized_dashes)
  FIXED: 2025-07-05_so_i_did_step_2_and_got_base_bryan_DESKTOP_NG2I0P2text_gener_25874607.md (normalized_dashes)
  FIXED: 2025-07-05_so_keep_that_folder_but_delete_the_others_20172721.md (normalized_dashes)
  FIXED: 2025-07-05_so_superboogav2_is_checked_and_it_prompted_me_to_restart_and_76338312.md (normalized_dashes)
  FIXED: 2025-07-05_there_isnt_anything_happening_like_that_in_the_webui_when_i__38954978.md (normalized_dashes)
  FIXED: 2025-07-05_theres_more_to_it_but_on_the_wsl2_environment_where_oobaboog_32452825.md (normalized_dashes)
  FIXED: 2025-07-05_what_aboout_in_wsllocalhostUbuntuhomebryan_helpdesk_ai_ragkn_30844694.md (normalized_dashes)
  FIXED: 2025-07-05_what_did_we_find_59354288.md (normalized_dashes)
  FIXED: 2025-07-05_when_i_go_to_speak_it_gives_this_in_the_terminal_134301_8882_43514440.md (normalized_dashes)
  FIXED: 2025-07-06_base_bryan_DESKTOP_NG2I0P2_cat_etcresolvconf_This_file_was_a_80356145.md (normalized_dashes)
  FIXED: 2025-07-06_base_bryan_DESKTOP_NG2I0P2cachehuggingfacehub_List_contents__83607361.md (normalized_dashes)
  FIXED: 2025-07-06_i_thought_it_was_supposed_to_run_offline_62693402.md (normalized_dashes)
  FIXED: 2025-07-06_so_i_ran_it_again_and_it_says_base_bryan_DESKTOP_NG2I0P2text_72022572.md (normalized_dashes)
  FIXED: 2025-07-06_when_i_boot_it_up_it_says202527_554379_ERROR_Failed_to_load__56888017.md (normalized_dashes)
  FIXED: 2025-07-14_base_bryan_DESKTOP_NG2I0P2text_generation_webui_cd_user_data_14727334.md (normalized_dashes)
  FIXED: 2025-07-14_base_bryan_DESKTOP_NG2I0P2text_generation_webui_find_type_d__70292640.md (normalized_dashes)
  FIXED: 2025-07-14_base_bryan_DESKTOP_NG2I0P2text_generation_webui_ls_l_models__91394909.md (normalized_dashes)
  FIXED: 2025-07-15_working_on_that_multi_agent_framework_and_im_having_trouble__63279379.md (normalized_dashes)
  FIXED: 2025-07-17_i_have_the_download_of_the_model_in_my_file_explorer_now_wha_15876408.md (normalized_dashes)
  FIXED: 2025-07-17_tried_to_download_the_model_through_oobaboogas_webui_and_got_77913485.md (normalized_dashes)
  FIXED: 2025-07-19_PS_CUsersBryanDesktopPhython_Projectshelpdesk_ai_venvScripts_55070959.md (normalized_dashes)
  FIXED: 2025-07-29_PS_CUsersBryan_netstat_ano_findstr_11434_TCP_12700111434_000_27633126.md (normalized_dashes)
  FIXED: 2025-07-29_PS_CUsersBryan_taskkill_PID_27296_F_ERROR_The_process_27296__19101996.md (normalized_dashes)
  FIXED: 2025-07-29_PS_CUsersBryan_taskkill_PID_27296_F_SUCCESS_The_process_with_45096517.md (normalized_dashes)
  FIXED: 2025-07-29_PS_CUsersBryan_tasklist_fi_PID_eq_27296_Image_Name_PID_Sessi_86896931.md (normalized_dashes)
  FIXED: 2025-07-29_Untitled_Gemini_34908902.md (normalized_dashes)
  FIXED: 2025-07-29_for_more_context_this_is_what_is_within_each_file_that_may_n_51594083.md (normalized_dashes)
  FIXED: 2025-07-29_how_do_i_do_a_thorough_check_for_vs_code_to_make_sure_its_co_47194028.md (normalized_dashes)
  FIXED: 2025-07-29_i_cant_find_my_appdata_folder_51077809.md (normalized_dashes)
  FIXED: 2025-07-29_i_opened_the_project_i_was_working_on_and_clicked_the_gear_u_41599755.md (normalized_dashes)
  FIXED: 2025-07-29_it_says_the_workspace_isnt_trusted_when_i_launched_vs_code_a_77094574.md (normalized_dashes)
  FIXED: 2025-07-29_it_still_doesnt_show_my_model_at_all_43707423.md (normalized_dashes)
  FIXED: 2025-07-29_now_that_we_have_a_fresh_vs_code_install_now_what_25703698.md (normalized_dashes)
  FIXED: 2025-07-29_should_i_just_completely_uninstall_and_reinstall_vs_code_fro_22995378.md (normalized_dashes)
  FIXED: 2025-07-29_so_i_opened_my_termianl_and_did_the_ollama_serve_command_and_25706510.md (normalized_dashes)
  FIXED: 2025-07-29_still_doesnt_seem_to_work_and_i_dont_want_to_go_through_the__67955475.md (normalized_dashes)
  FIXED: 2025-07-29_these_are_all_the_options_that_pop_up_in_the_output_tab_30217913.md (normalized_dashes)
  FIXED: 2025-07-29_this_is_the_output_when_i_reloaded_the_window_2025_07_29_145_82477105.md (normalized_dashes)
  FIXED: 2025-07-29_this_what_we_got_in_vs_code_so_far_77262346.md (normalized_dashes)
  FIXED: 2025-07-29_to_reconfirm_here_is_the_configyaml_89685589.md (normalized_dashes)
  FIXED: 2025-07-29_what_am_i_doing_wrong_bye_PS_CUsersBryan_ollama_serve_Error__69791143.md (normalized_dashes)
  FIXED: 2025-07-29_what_do_i_do_from_here_22646128.md (normalized_dashes)
  FIXED: 2025-07-29_when_i_deleted_everything_in_the_continue_folder_but_the_yam_16368247.md (normalized_dashes)
  FIXED: 2025-07-29_when_i_look_in_the_continue_folder_on_my_pc_this_is_what_i_s_63735089.md (normalized_dashes)
  FIXED: 2025-07-29_you_misunderstand_im_saying_that_continue_wasnt_popping_up_i_86009913.md (normalized_dashes)
  FIXED: 2025-07-30_i_dont_need_to_change_this_part_to_match_as_well_name_llama3_71834033.md (normalized_dashes)
  FIXED: 2025-09-07_PS_CUsersBryanDesktopPhython_Projectsblender_ai_agent_py_311_59475174.md (normalized_dashes)
  FIXED: 2025-09-07_PS_CUsersBryanDesktopPhython_Projectsblender_ai_agent_python_92208931.md (normalized_dashes)
  FIXED: 2025-09-07_PS_CUsersBryanDesktopPhython_Projectsblender_ai_agent_rmdir__56790471.md (normalized_dashes)
  FIXED: 2025-09-07_doing_it_the_manual_way_50779915.md (normalized_dashes)
  FIXED: 2025-09-07_well_im_using_cursor_to_scafold_this_so_what_prompt_would_i__27344061.md (normalized_dashes)
  FIXED: 2025-09-23_how_do_i_check_what_i_have_installed_in_my_windsurf_terminal_86965568.md (normalized_dashes)
  FIXED: 2025-09-23_so_so_far_these_are_my_packages_i_have_installed_in_windsurf_63427275.md (normalized_dashes)
  FIXED: 2025-11-17_ran_these_commands_and_ollama_wont_serve_Windows_PowerShell__90393258.md (normalized_dashes)
  FIXED: 2025-11-17_why_did_this_happen_PS_CUsersBryan_pkill_ollama_pkill_The_te_45013870.md (normalized_dashes)
  FIXED: 2025-11-18_how_do_i_get_ollama_to_download_qwen25_coder14b_instruct_q4__23291865.md (normalized_dashes)
  FIXED: 2025-12-06_trying_to_add_serper_search_to_my_lmstudio_as_a_mcp_and_i_go_52757386.md (normalized_dashes)
  FIXED: 2025-12-07_none_of_that_worked_but_when_i_run_ollama_in_powershell_i_ge_14757807.md (normalized_dashes)
  FIXED: 2025-12-07_when_i_ran_the_command_line_artifacts_i_got_this_CUsersBryan_91797418.md (normalized_dashes)
  FIXED: 2025-12-07_yeah_i_tried_all_that_and_it_still_gives_me_this_PS_CUsersBr_11968804.md (normalized_dashes)
  FIXED: 2025-12-09_i_still_see_PS_CUsersBryan_ollama_Usage_ollama_flags_ollama__17623915.md (normalized_dashes)
  FIXED: 2025-12-10_so_when_i_try_to_check_if_ollama_is_still_installed_i_got_th_27604105.md (normalized_dashes)
  FIXED: 2025-12-11_S_CUsersBryanDesktopPhython_Projectsdank_flappy_bird_git_reb_65034552.md (normalized_dashes)
  FIXED: 2025-12-11_im_simply_using_git_locally_for_a_solo_project_all_i_want_to_64791713.md (normalized_dashes)
  FIXED: 2025-12-11_specifically_i_want_to_delete_the_pipe_changes_one_here_c45c_72196137.md (normalized_dashes)
  FIXED: 2026-01-31_paru_S_polychromatic_Resolving_dependencies_There_are_2_prov_26106901.md (normalized_dashes)
  FIXED: 2026-02-01_ls_devi2c_crw_rw_890_root_31_Jan_2138_devi2c_0_crw_rw_891_ro_55782348.md (normalized_dashes)
  FIXED: 2026-02-03_Deleted_the_part_and_rebooted_and_got_this_38198870.md (normalized_dashes)
  FIXED: 2026-02-03_I_messed_up_how_do_I_get_it_to_take_my_name_again_35892038.md (normalized_dashes)
  FIXED: 2026-02-03_This_is_all_I_see_42497887.md (normalized_dashes)
  FIXED: 2026-02-03_these_are_my_stats_if_that_helps_toastedmel0ntoastedPC_OS_Ca_25081967.md (normalized_dashes)
  FIXED: 2026-02-24_What_would_be_the_best_approach_for_automation_with_this_pro_74518467.md (normalized_dashes)
  FIXED: 2026-02-26_ls_la_phantom_mcpsessionjson_rw_474_toastedmel0n_26_Feb_1119_10473396.md (normalized_dashes)
  FIXED: 2026-03-09_Status_active_To_Action_From_53317tcp_ALLOW_Anywhere_53317ud_66019271.md (normalized_dashes)
  FIXED: 2026-03-16_8s_sudo_chattr_i_sysfirmwareefiefivarsPK_8be4df61_93ca_11d2__75278351.md (normalized_dashes)
  FIXED: 2026-03-16_sudo_sbctl_enroll_keys_m_f_bootvmlinuz_linux_cachyos_sudo_sb_89954386.md (normalized_dashes)
  FIXED: 2026-03-18_My_full_legal_name_or_just_first_and_last_40465788.md (normalized_dashes)
  FIXED: 2026-03-18_So_how_do_I_fill_this_whole_section_out_50310580.md (normalized_dashes)
  FIXED: 2026-03-18_What_if_my_expenses_are_higher_than_what_I_make_monthly_befo_17774405.md (normalized_dashes)
  FIXED: 2026-03-18_With_this_section_what_do_I_do_59775058.md (normalized_dashes)
  FIXED: 2026-03-22_Theres_a_reference_number_if_that_helps_55470239.md (normalized_dashes)
  FIXED: 2026-03-22_This_is_the_company_who_sent_it_to_me_37687285.md (normalized_dashes)
  FIXED: 2026-03-25_I_have_a_vpn_for_my_steam_deck_but_it_isnt_currently_connect_81537847.md (normalized_dashes)
  FIXED: 2026-04-05_Carvana_said_this_35202336.md (normalized_dashes)
  FIXED: 2026-04-05_I_already_had_the_repo_on_my_record_from_when_my_girls_car_g_33818282.md (normalized_dashes)
  FIXED: 2026-04-05_I_will_only_get_Toyota_or_Honda_I_dont_want_anything_else_I__48456318.md (normalized_dashes)
  FIXED: 2026-04-05_Its_the_cash_for_replacement_I_have_no_capital_to_work_with__52435726.md (normalized_dashes)
  FIXED: 2026-04-07_Go_to_takeoutgooglecom_and_sign_in_Click_Deselect_all_at_the_31256573.md (normalized_dashes)
  FIXED: 2026-04-07_Is_cloudfare_or_tailscale_a_requirement_for_telegram_integra_44535552.md (normalized_dashes)
  FIXED: 2026-04-07_Nah_just_straight_to_the_point_what_is_it_what_can_it_do_I_d_88266624.md (normalized_dashes)
  FIXED: 2026-04-07_One_last_question_everyone_I_see_says_run_this_in_a_vm_at_le_67966899.md (normalized_dashes)
  FIXED: 2026-04-07_So_if_I_were_to_explain_to_my_dad_what_this_can_do_and_how_I_12691224.md (normalized_dashes)
  FIXED: 2026-04-07_Specifically_I_want_all_my_chats_from_Gemini_Claude_grok_and_34235799.md (normalized_dashes)
  FIXED: 2026-04-07_Stop_saying_Im_on_Linux_Im_on_tiny_11_from_now_on_14298906.md (normalized_dashes)
  FIXED: 2026-04-09_This_is_the_Master_Blueprint_for_your_project_It_is_designed_54154002.md (normalized_dashes)
  FIXED: 2026-04-09_okay_lets_back_up_a_little_lets_make_sure_you_understand_wha_41581093.md (normalized_dashes)
  FIXED: 2026-04-09_yeah_i_dont_mind_using_cli_for_this_at_all_i_just_know_that__79388111.md (normalized_dashes)
  FIXED: 2024-01-23_Nutty_Username_Suggestions_46691616.md (normalized_dashes)
  FIXED: 2024-03-06_Funny_Weed_Usernames_10206221.md (normalized_dashes)
  FIXED: 2025-02-21_Explain_request_summary_58677744.md (normalized_dashes)
  FIXED: 2025-03-06_Rib_cracking_explanation_42165405.md (normalized_dashes)
  FIXED: 2025-03-21_CompTIA_A_Key_Points_10732877.md (normalized_dashes)
  FIXED: 2025-04-08_Best_ETF_Trading_Apps_59302157.md (normalized_dashes)
  FIXED: 2025-04-08_TradingView_Overview_15974572.md (normalized_dashes)
  FIXED: 2025-04-17_Learning_Python_for_Beginners_27085461.md (normalized_dashes)
  FIXED: 2025-04-18_Web3_Career_Fit_10954534.md (normalized_dashes)
  FIXED: 2025-04-19_Web3_Python_Projects_61854887.md (normalized_dashes)
  FIXED: 2025-04-20_What_is_def_in_Python_86149090.md (normalized_dashes)
  FIXED: 2025-04-25_API_Naming_Convention_56989872.md (normalized_dashes)
  FIXED: 2025-04-26_Portfolio_Project_Brainstorming_50180736.md (normalized_dashes)
  FIXED: 2025-04-26_Project_Worth_or_Pivot_19169951.md (normalized_dashes)
  FIXED: 2025-04-27_Brutal_Reality_Check_85404796.md (normalized_dashes)
  FIXED: 2025-04-28_Network_Exam_Simplified_43438477.md (normalized_dashes)
  FIXED: 2025-04-29_AI_Project_Breakdown_70232569.md (normalized_dashes)
  FIXED: 2025-04-29_Code_Review_and_Next_Steps_46045168.md (normalized_dashes)
  FIXED: 2025-05-01_TROLL_Memecoin_Analysis_75841081.md (normalized_dashes)
  FIXED: 2025-05-10_Trust_and_Crypto_Taxes_23642272.md (normalized_dashes)
  FIXED: 2025-05-11_Apple_Music_on_Linux_70779454.md (normalized_dashes)
  FIXED: 2025-05-11_Create_Nobara_Bootable_USB_31815713.md (normalized_dashes)
  FIXED: 2025-05-11_Fix_USB_Storage_Issue_79762668.md (normalized_dashes)
  FIXED: 2025-05-11_Hyprland_on_Nobara_52246810.md (normalized_dashes)
  FIXED: 2025-05-26_Cloud_Computing_Resource_Pools_84891895.md (normalized_dashes)
  FIXED: 2025-05-26_Project_Stargate_Explained_65085606.md (normalized_dashes)
  FIXED: 2025-05-27_Burning_Knee_Patellar_Tendinitis_22316688.md (normalized_dashes)
  FIXED: 2025-05-27_Port_Numbers_Made_Simple_80651440.md (normalized_dashes)
  FIXED: 2025-05-28_Career_Advice_Request_64660556.md (normalized_dashes)
  FIXED: 2025-05-29_AI_Prompting_and_Automation_Skills_74730885.md (normalized_dashes)
  FIXED: 2025-05-31_Building_LinkedIn_Presence_Tech_Transition_72544138.md (normalized_dashes)
  FIXED: 2025-06-02_Shorting_Explained_in_Leverage_81614546.md (normalized_dashes)
  FIXED: 2025-06-06_No_Locked_Liquidity_Risk_68355608.md (normalized_dashes)
  FIXED: 2025-06-15_LLM_Error_Breakdown_Request_20599459.md (normalized_dashes)
  FIXED: 2025-06-15_WSL2_vs_Docker_for_LLM_57259479.md (normalized_dashes)
  FIXED: 2025-06-17_RWA_Tokenization_Regulations_Overview_26660754.md (normalized_dashes)
  FIXED: 2025-06-18_Project_Brainstorming_Support_62930296.md (normalized_dashes)
  FIXED: 2025-06-23_Model_Setup_for_Helpdesk_73907569.md (normalized_dashes)
  FIXED: 2025-06-25_Oobabooga_WSL2_Setup_78569878.md (normalized_dashes)
  FIXED: 2025-06-26_Is_WSL2_a_VM_57390537.md (normalized_dashes)
  FIXED: 2025-06-27_Agentic_RAG_Integration_Guide_51044795.md (normalized_dashes)
  FIXED: 2025-07-05_AI_Helpdesk_Post_Brainstorm_27763359.md (normalized_dashes)
  FIXED: 2025-07-05_Project_Goal_Assessment_83744601.md (normalized_dashes)
  FIXED: 2025-07-06_MCP_Servers_in_LM_Studio_92016726.md (normalized_dashes)
  FIXED: 2025-07-06_Mac_Studio_vs_GPU_Setup_54795572.md (normalized_dashes)
  FIXED: 2025-07-06_Oobabooga_vs_LM_Studio_63011020.md (normalized_dashes)
  FIXED: 2025-07-07_Follow_up_After_Holiday_20491699.md (normalized_dashes)
  FIXED: 2025-07-07_Hermes_model_performance_issues_49327680.md (normalized_dashes)
  FIXED: 2025-07-07_MCP_Servers_in_LLMs_66876385.md (normalized_dashes)
  FIXED: 2025-07-07_Mac_UMA_vs_PC_GPU_55359827.md (normalized_dashes)
  FIXED: 2025-07-08_Cursor_Multi_Agent_Setup_43205797.md (normalized_dashes)
  FIXED: 2025-07-08_Cursor_vs_VS_Code_34636680.md (normalized_dashes)
  FIXED: 2025-07-08_Vibe_Coding_for_Beginners_59989506.md (normalized_dashes)
  FIXED: 2025-07-09_Learning_Through_Code_Friction_81317433.md (normalized_dashes)
  FIXED: 2025-07-09_Offline_Helpdesk_AI_Build_85153767.md (normalized_dashes)
  FIXED: 2025-07-10_Agent_Workflow_Design_Approval_57175364.md (normalized_dashes)
  FIXED: 2025-07-10_Build_Without_Apology_33182168.md (normalized_dashes)
  FIXED: 2025-07-11_Meta_vs_Vibe_Coding_72843672.md (normalized_dashes)
  FIXED: 2025-07-12_Brutal_Truths_for_Growth_86877646.md (normalized_dashes)
  FIXED: 2025-07-12_Semgrep_MCP_in_Cursor_81473309.md (normalized_dashes)
  FIXED: 2025-07-13_Oobabooga_and_CrewAI_Setup_34265288.md (normalized_dashes)
  FIXED: 2025-07-14_Find_Python_Project_Path_17799776.md (normalized_dashes)
  FIXED: 2025-07-15_RTX_3070_Overclock_Guide_31392739.md (normalized_dashes)
  FIXED: 2025-07-15_Set_Default_Character_Solace_17781998.md (normalized_dashes)
  FIXED: 2025-07-16_Restarting_multi_agent_framework_15840040.md (normalized_dashes)
  FIXED: 2025-07-17_GPU_upgrade_for_1440p_82719194.md (normalized_dashes)
  FIXED: 2025-07-17_Meta_Llama_download_link_83666367.md (normalized_dashes)
  FIXED: 2025-07-20_Clarifying_project_vision_18635727.md (normalized_dashes)
  FIXED: 2025-07-25_Windows_10_slow_update_17942089.md (normalized_dashes)
  FIXED: 2025-07-26_Bluetooth_audio_choppy_fix_10922334.md (normalized_dashes)
  FIXED: 2025-07-28_Latest_AI_tools_2025_20999033.md (normalized_dashes)
  FIXED: 2025-07-29_Kilocodeai_vs_Continuedev_80478747.md (normalized_dashes)
  FIXED: 2025-07-30_Cursor_experience_setup_55127762.md (normalized_dashes)
  FIXED: 2025-07-30_Model_setup_review_33070176.md (normalized_dashes)
  FIXED: 2025-08-02_Freepik_features_and_usage_72722123.md (normalized_dashes)
  FIXED: 2025-08-05_OpenAI_open_source_models_33117447.md (normalized_dashes)
  FIXED: 2025-08-07_Honest_feedback_request_33054482.md (normalized_dashes)
  FIXED: 2025-08-07_Open_source_alternatives_61489367.md (normalized_dashes)
  FIXED: 2025-08-10_Set_up_Ollama_GUI_53055247.md (normalized_dashes)
  FIXED: 2025-08-10_SmolVLM2_500M_Instruct_overview_64099150.md (normalized_dashes)
  FIXED: 2025-08-20_Brutal_growth_advice_31631332.md (normalized_dashes)
  FIXED: 2025-08-21_Discord_bot_options_34947393.md (normalized_dashes)
  FIXED: 2025-08-27_News_channel_setup_advice_60157501.md (normalized_dashes)
  FIXED: 2025-09-07_AI_image_upscaling_tools_14264402.md (normalized_dashes)
  SKIP: 2025-09-07_Check_venv_activation_53827338.md (no_body)
  FIXED: 2025-09-07_Project_discussion_clarification_83080842.md (normalized_dashes)
  FIXED: 2025-09-07_Python_31210_compatibility_44326162.md (normalized_dashes)
  FIXED: 2025-09-07_Using_models_in_GUI_44195025.md (normalized_dashes)
  FIXED: 2025-09-09_Job_opportunities_timeline_31858493.md (normalized_dashes)
  FIXED: 2025-09-11_Blender_AI_integration_steps_16793254.md (normalized_dashes)
  FIXED: 2025-09-11_Project_vision_revision_56000566.md (normalized_dashes)
  FIXED: 2025-09-15_Quantum_mirrors_explained_18323052.md (normalized_dashes)
  FIXED: 2025-09-19_Job_search_matches_26385878.md (normalized_dashes)
